iter	Passed	Remaining
397	13888	21007
398	13922	20970
399	13955	20932
400	13989	20897
401	14021	20857
402	14052	20817
403	14088	20784
404	14122	20747
405	14156	20711
406	14190	20675
407	14231	20649
408	14265	20613
409	14298	20576
410	14332	20540
411	14366	20503
412	14398	20465
413	14431	20427
414	14464	20389
415	14502	20359
416	14539	20326
417	14572	20290
418	14611	20260
419	14643	20221
420	14670	20176
421	14703	20139
422	14741	20108
423	14776	20073
424	14808	20034
425	14841	19997
426	14873	19958
427	14909	19925
428	14943	19890
429	14976	19852
430	15011	19817
431	15046	19782
432	15078	19744
433	15112	19708
434	15145	19671
435	15179	19635
436	15216	19604
437	15249	19566
438	15284	19531
439	15318	19495
440	15349	19456
441	15378	19414
442	15415	19382
443	15449	19346
444	15480	19307
445	15523	19282
446	15558	19248
447	15592	19212
448	15624	19174
449	15660	19140
450	15691	19101
451	15728	19069
452	15762	19033
453	15799	19000
454	15834	18966
455	15870	18932
456	15907	18900
457	15942	18866
458	15979	18834
459	16015	18801
460	16047	18763
461	16082	18727
462	16115	18690
463	16147	18652
464	16180	18616
465	16218	18585
466	16251	18548
467	16289	18516
468	16326	18485
469	16363	18452
470	16400	18420
471	16433	18383
472	16469	18349
473	16503	18314
474	16536	18276
475	16569	18240
476	16606	18208
477	16640	18172
478	16673	18135
479	16706	18098
480	16743	18066
481	16775	18028
482	16811	17994
483	16847	17961
484	16885	17929
485	16919	17893
486	16954	17859
487	16988	17823
488	17021	17787
489	17053	17750
490	17085	17711
491	17124	17680
492	17157	17644
493	17190	17607
494	17224	17572
495	17257	17535
496	17298	17507
497	17332	17471
498	17368	17437
499	17400	17400
500	17435	17365
501	17468	17329
502	17506	17297
503	17543	17265
504	17564	17217
505	17602	17184
506	17636	17149
507	17673	17116
508	17716	17089
509	17756	17059
510	17792	17026
511	17827	16991
512	17859	16954
513	17895	16920
514	17936	16891
515	17969	16855
516	18001	16817
517	18034	16781
518	18068	16745
519	18100	16708
520	18130	16668
521	18164	16633
522	18201	16600
523	18235	16565
524	18267	16528
525	18303	16494
526	18338	16459
527	18373	16424
528	18410	16392
529	18447	16358
530	18484	16326
531	18520	16292
532	18555	16257
533	18584	16218
534	18618	16182
535	18652	16146
536	18686	16111
537	18721	16076
538	18752	16039
539	18785	16002
540	18821	15968
541	18853	15931
542	18887	15896
543	18924	15862
544	18961	15830
545	18992	15791
546	19027	15757
547	19064	15724
548	19100	15690
549	19132	15654
550	19168	15619
551	19204	15586
552	19241	15553
553	19272	15515
554	19305	15479
555	19340	15444
556	19374	15409
557	19408	15373
558	19443	15339
559	19480	15306
560	19517	15273
561	19551	15237
562	19585	15202
563	19623	15169
564	19657	15134
565	19691	15099
566	19723	15061
567	19759	15028
568	19795	14994
569	19825	14956
570	19859	14920
571	19891	14884
572	19926	14849
573	19960	14813
574	19994	14778
575	20027	14742
576	20056	14703
577	20086	14665
578	20117	14627
579	20151	14592
580	20184	14556
581	20219	14521
582	20251	14485
583	20279	14445
584	20310	14408
585	20346	14374
586	20377	14337
587	20411	14302
588	20445	14266
589	20482	14233
590	20514	14196
591	20544	14159
592	20575	14121
593	20610	14087
594	20640	14049
595	20673	14013
596	20708	13979
597	20743	13944
598	20774	13907
599	20806	13870
600	20837	13834
601	20870	13797
602	20905	13763
603	20936	13726
604	20966	13688
605	21003	13655
606	21036	13619
607	21070	13585
608	21104	13550
609	21138	13515
610	21171	13478
611	21202	13441
612	21241	13410
613	21276	13375
614	21311	13341
615	21347	13307
616	21412	13291
617	21485	13280
618	21592	13290
619	21716	13310
620	21833	13325
621	21937	13331
622	22085	13364
623	22151	13347
624	22238	13342
625	22351	13353
626	22404	13328
627	22444	13294
628	22477	13257
629	22512	13221
630	22549	13186
631	22578	13147
632	22610	13109
633	22644	13072
634	22710	13054
635	22741	13015
636	22782	12982
637	22816	12946
638	22850	12909
639	22882	12871
640	22914	12833
641	22948	12796
642	22984	12761
643	23020	12725
644	23056	12690
645	23094	12655
646	23127	12618
647	23161	12581
648	23194	12544
649	23231	12509
650	23273	12476
651	23309	12441
652	23345	12405
653	23378	12368
654	23411	12331
655	23440	12292
656	23475	12255
657	23509	12219
658	23544	12183
659	23579	12146
660	23611	12109
661	23646	12073
662	23678	12035
663	23714	12000
664	23747	11963
665	23787	11929
666	23822	11893
667	23856	11856
668	23889	11819
669	23905	11774
670	23941	11738
671	23973	11701
672	24008	11665
673	24040	11628
674	24078	11593
675	24116	11558
676	24152	11523
677	24187	11487
678	24220	11450
679	24253	11413
680	24290	11378
681	24325	11342
682	24360	11306
683	24393	11269
684	24427	11233
685	24462	11197
686	24494	11159
687	24530	11124
688	24564	11087
689	24600	11052
690	24633	11015
691	24667	10979
692	24703	10943
693	24737	10907
694	24777	10873
695	24814	10838
696	24847	10801
697	24884	10766
698	24917	10729
699	24952	10693
700	24986	10657
701	25022	10621
702	25053	10584
703	25089	10548
704	25125	10513
705	25158	10476
706	25191	10440
707	25230	10405
708	25267	10370
709	25300	10333
710	25337	10298
711	25372	10262
712	25405	10226
713	25438	10189
714	25471	10152
715	25507	10117
716	25537	10079
717	25572	10043
718	25606	10007
719	25645	9973
720	25681	9937
721	25715	9901
722	25751	9866
723	25787	9830
724	25822	9794
725	25860	9760
726	25894	9723
727	25925	9686
728	25963	9651
729	25993	9613
730	26027	9577
731	26059	9540
732	26091	9504
733	26124	9467
734	26162	9432
735	26193	9395
736	26228	9359
737	26261	9323
738	26294	9286
739	26333	9252
740	26368	9216
741	26406	9181
742	26441	9145
743	26473	9109
744	26509	9073
745	26541	9036
746	26578	9001
747	26613	8965
748	26650	8930
749	26683	8894
750	26719	8859
751	26752	8822
752	26792	8788
753	26826	8752
754	26865	8718
755	26902	8682
756	26938	8647
757	26973	8611
758	27007	8575
759	27040	8539
760	27076	8503
761	27110	8467
762	27147	8432
763	27183	8396
764	27214	8360
765	27247	8323
766	27284	8288
767	27317	8252
768	27358	8218
769	27392	8182
770	27425	8145
771	27461	8110
772	27495	8074
773	27531	8038
774	27564	8002
775	27600	7967
776	27633	7930
777	27666	7894
778	27710	7861
779	27747	7826
780	27786	7791
781	27820	7755
782	27856	7720
783	27890	7684
784	27921	7647
785	27957	7611
786	27989	7575
787	28025	7539
788	28059	7503
789	28093	7467
790	28127	7431
791	28162	7396
792	28200	7361
793	28234	7325
794	28275	7291
795	28311	7255
796	28345	7219
797	28377	7183
798	28410	7146
799	28441	7110
800	28478	7075
801	28515	7039
802	28549	7004
803	28583	6968
804	28619	6932
805	28655	6897
806	28694	6862
807	28730	6827
808	28771	6792
809	28804	6756
810	28838	6720
811	28875	6685
812	28907	6649
813	28946	6614
814	28981	6578
815	29013	6542
816	29054	6507
817	29085	6471
818	29118	6435
819	29150	6398
820	29180	6362
821	29215	6326
822	29251	6291
823	29292	6256
824	29329	6221
825	29365	6186
826	29397	6149
827	29433	6114
828	29466	6078
829	29501	6042
830	29533	6006
831	29565	5969
832	29598	5934
833	29634	5898
834	29669	5862
835	29702	5826
836	29740	5791
837	29775	5756
838	29813	5721
839	29847	5685
840	29885	5650
841	29915	5613
842	29948	5577
843	29982	5541
844	30021	5506
845	30057	5471
846	30092	5435
847	30129	5400
848	30160	5364
849	30194	5328
850	30230	5292
851	30269	5258
852	30306	5222
853	30339	5186
854	30373	5151
855	30406	5115
856	30439	5079
857	30472	5043
858	30508	5007
859	30549	4973
860	30584	4937
861	30620	4902
862	30654	4866
863	30688	4830
864	30726	4795
865	30758	4759
866	30796	4724
867	30835	4689
868	30876	4654
869	30913	4619
870	30949	4583
871	30982	4547
872	31018	4512
873	31056	4477
874	31101	4443
875	31135	4407
876	31167	4371
877	31199	4335
878	31241	4300
879	31282	4265
880	31320	4230
881	31354	4194
882	31389	4159
883	31425	4123
884	31464	4088
885	31501	4053
886	31537	4017
887	31574	3982
888	31610	3946
889	31645	3911
890	31682	3875
891	31715	3839
892	31747	3804
893	31783	3768
894	31821	3733
895	31854	3697
896	31887	3661
897	31920	3625
898	31952	3589
899	31991	3554
900	32028	3519
901	32064	3483
902	32100	3448
903	32135	3412
904	32175	3377
905	32206	3341
906	32238	3305
907	32273	3269
908	32310	3234
909	32342	3198
910	32379	3163
911	32415	3127
912	32450	3092
913	32482	3056
914	32514	3020
915	32545	2984
916	32576	2948
917	32617	2913
918	32651	2877
919	32684	2842
920	32721	2806
921	32753	2770
922	32794	2735
923	32826	2700
924	32863	2664
925	32901	2629
926	32940	2594
927	32976	2558
928	33012	2523
929	33048	2487
930	33084	2452
931	33122	2416
932	33156	2381
933	33198	2345
934	33235	2310
935	33270	2274
936	33312	2239
937	33351	2204
938	33387	2168
939	33422	2133
940	33460	2097
941	33493	2062
942	33532	2026
943	33567	1991
944	33604	1955
945	33642	1920
946	33680	1884
947	33718	1849
948	33752	1813
949	33790	1778
950	33824	1742
951	33858	1707
952	33895	1671
953	33931	1636
954	33972	1600
955	34005	1565
956	34041	1529
957	34075	1493
958	34113	1458
959	34148	1422
960	34184	1387
961	34221	1351
962	34255	1316
963	34291	1280
964	34327	1245
965	34364	1209
966	34394	1173
967	34430	1138
968	34471	1102
969	34503	1067
970	34537	1031
971	34576	996
972	34613	960
973	34657	925
974	34689	889
975	34728	853
976	34764	818
977	34799	782
978	34834	747
979	34874	711
980	34909	676
981	34945	640
982	34982	604
983	35018	569
984	35053	533
985	35088	498
986	35121	462
987	35154	426
988	35190	391
989	35224	355
990	35266	320
991	35301	284
992	35331	249
993	35370	213
994	35401	177
995	35431	142
996	35470	106
997	35502	71
998	35533	35
999	35568	0
