iter	RMSE
258	0.2510229134
259	0.2510089846
260	0.2509307617
261	0.2509265784
262	0.2509060733
263	0.2508178359
264	0.2507474205
265	0.2506790468
266	0.2505930646
267	0.2505432438
268	0.2504153457
269	0.2503410505
270	0.2502885296
271	0.2502395757
272	0.2501875094
273	0.2501836896
274	0.2501187531
275	0.250040258
276	0.2499812311
277	0.2499251809
278	0.249852723
279	0.2497360112
280	0.2496711833
281	0.2495864759
282	0.2494967443
283	0.2494031185
284	0.249330025
285	0.2492054218
286	0.2491254617
287	0.2490671033
288	0.2489864072
289	0.2488808174
290	0.2488176032
291	0.2487613927
292	0.2486901048
293	0.2486306919
294	0.2485777602
295	0.2485117753
296	0.2484874897
297	0.2483859641
298	0.2482991012
299	0.2482325104
300	0.2481858671
301	0.2481242258
302	0.2480448854
303	0.2480145943
304	0.2479522552
305	0.2478483363
306	0.2477933065
307	0.2477427553
308	0.2476877809
309	0.2475504049
310	0.2474768434
311	0.2474083081
312	0.2473633664
313	0.2472530611
314	0.2472169942
315	0.2471564966
316	0.2470865991
317	0.2470487502
318	0.2469956786
319	0.246853409
320	0.2468001423
321	0.2467133481
322	0.24665804
323	0.2465953622
324	0.2465485814
325	0.2464639768
326	0.24642772
327	0.2464014865
328	0.2463535354
329	0.2462639766
330	0.2462088317
331	0.2461667812
332	0.2461228971
333	0.2460751307
334	0.2460361321
335	0.245976943
336	0.2458608695
337	0.2458017102
338	0.245753547
339	0.2456467437
340	0.2455359419
341	0.2454578774
342	0.245427803
343	0.2453989644
344	0.2453403005
345	0.2452506599
346	0.245248394
347	0.2452163266
348	0.2451612602
349	0.2450625747
350	0.2449994524
351	0.2449481208
352	0.244910627
353	0.244876661
354	0.2448098791
355	0.2447924091
356	0.2447193588
357	0.2446641477
358	0.2445847652
359	0.2445258786
360	0.244430678
361	0.244399972
362	0.244352073
363	0.2442556
364	0.2442309916
365	0.2441702192
366	0.2441299623
367	0.2440959319
368	0.2440410766
369	0.2439564892
370	0.2438968832
371	0.2438187862
372	0.2437641158
373	0.2437418085
374	0.2436945028
375	0.243639652
376	0.2436015117
377	0.243588583
378	0.2435762885
379	0.2435389875
380	0.2434907185
381	0.2434528686
382	0.2434080903
383	0.2433541551
384	0.2432880499
385	0.2432394626
386	0.2431854604
387	0.2430611004
388	0.2428635443
389	0.2428551336
390	0.2427843394
391	0.2427247802
392	0.2426453407
393	0.2425819839
394	0.2424466207
395	0.2424013424
396	0.242372316
397	0.2423329172
398	0.2422746376
399	0.242236348
400	0.2421981292
401	0.2421781225
402	0.2421398207
403	0.242095833
404	0.2420216547
405	0.2419868449
406	0.2419359038
407	0.2418746596
408	0.2418639212
409	0.2418386278
410	0.2417833326
411	0.2417297307
412	0.2417032834
413	0.2416562213
414	0.2416383676
415	0.2415787235
416	0.2415186185
417	0.2414881541
418	0.2413781483
419	0.2413515721
420	0.2413498463
421	0.2413249927
422	0.2412807634
423	0.2412464892
424	0.2412206162
425	0.2411790653
426	0.2411292108
427	0.2410693322
428	0.2410224554
429	0.2409945684
430	0.2409607121
431	0.2409359694
432	0.24092504
433	0.2409044589
434	0.240859392
435	0.2407981581
436	0.2407429923
437	0.2407063478
438	0.2406717304
439	0.2406211948
440	0.2405673565
441	0.2405626125
442	0.2404818301
443	0.2404526508
444	0.2404302787
445	0.2403242363
446	0.2402715265
447	0.2402319261
448	0.240186061
449	0.2401402994
450	0.2401146252
451	0.2400731509
452	0.2400114602
453	0.2399839629
454	0.2399294363
455	0.2398845248
456	0.2397246132
457	0.2396415207
458	0.2395830576
459	0.2395356655
460	0.2395133358
461	0.2394694662
462	0.239428835
463	0.2393972236
464	0.2393264755
465	0.239285959
466	0.2392274223
467	0.2391808456
468	0.2391554375
469	0.239122734
470	0.2390400891
471	0.2389859136
472	0.238939729
473	0.2389168265
474	0.2388937758
475	0.2388683337
476	0.2388063243
477	0.238759586
478	0.2387217756
479	0.23868591
480	0.2386301502
481	0.2386003443
482	0.2385549641
483	0.2384776966
484	0.2384256527
485	0.2384038277
486	0.2383345666
487	0.2383029934
488	0.2382611835
489	0.2382259479
490	0.2382035634
491	0.238162349
492	0.238104274
493	0.2380688968
494	0.2380484221
495	0.23801516
496	0.2379850767
497	0.2379627786
498	0.2379324279
499	0.2379133437
500	0.2378665562
501	0.2378263098
502	0.2377971934
503	0.2377543536
504	0.2377521627
505	0.2376913704
506	0.2376635778
507	0.2376003498
508	0.2375471802
509	0.2375015631
510	0.2374605386
511	0.2374288029
512	0.2374108199
513	0.2373489772
514	0.2372647159
515	0.2372462472
516	0.2372024495
517	0.2371656981
518	0.2371231258
519	0.2371006061
520	0.237094981
521	0.2370553084
522	0.2370052945
523	0.2369793201
524	0.2369460766
525	0.2369217649
526	0.236898169
527	0.2368791396
528	0.236829873
529	0.2367664446
530	0.2366930416
531	0.2366601445
532	0.2365828371
533	0.2365614887
534	0.2365310408
535	0.2364832398
536	0.2364782771
537	0.2364400516
538	0.2364387631
539	0.2364124493
540	0.2363579788
541	0.2363362864
542	0.2362852071
543	0.2362476765
544	0.2362010806
545	0.2361798971
546	0.2361550597
547	0.2361039509
548	0.2360473708
549	0.236013504
550	0.2359691666
551	0.2359333815
552	0.2359054775
553	0.2358775954
554	0.2358432237
555	0.2358085091
556	0.2357688654
557	0.2357412081
558	0.2357151525
559	0.2356663504
560	0.2356157245
561	0.2355532723
562	0.2355169317
563	0.2354286522
564	0.2353739485
565	0.2353444747
566	0.2353212861
567	0.2352849689
568	0.2352625469
569	0.2352406601
570	0.235206085
571	0.235185241
572	0.2351570643
573	0.2351249421
574	0.2350792438
575	0.2350098024
576	0.2350092528
577	0.2349857431
578	0.2349681764
579	0.2349128219
580	0.2348838828
581	0.234862288
582	0.2348355053
583	0.2348332036
584	0.2348083273
585	0.2347487761
586	0.2347295581
587	0.2346898008
588	0.234653016
589	0.2345882553
590	0.2345614355
591	0.2345346928
592	0.2345194735
593	0.2344729899
594	0.23445023
595	0.2344079288
596	0.2343598849
597	0.2343357202
598	0.2343141649
599	0.2342934687
600	0.23427237
601	0.2342438677
602	0.2342154035
603	0.2341938342
604	0.2341836479
605	0.2341120299
606	0.2340809665
607	0.234044966
608	0.2340223115
609	0.2340045087
610	0.2339831169
611	0.2339643006
612	0.2339276954
613	0.2338917055
614	0.233831599
615	0.2337912079
616	0.2337448941
617	0.2337245185
618	0.2336976689
619	0.2336467251
620	0.2335834429
621	0.2335707912
622	0.2335225316
623	0.2335057588
624	0.2334630023
625	0.2333935319
626	0.2333485511
627	0.2333038145
628	0.2332731675
629	0.2332531284
630	0.2332190374
631	0.2332013908
632	0.233174739
633	0.233095406
634	0.2330384348
635	0.2330141138
636	0.2330041187
637	0.2329796376
638	0.232936696
639	0.2329180915
640	0.2328948234
641	0.2328266128
642	0.2327857772
643	0.2327335328
644	0.2327036129
645	0.2326784995
646	0.2326413829
647	0.2326185428
648	0.2325812807
649	0.2325506683
650	0.2325170234
651	0.2324832915
652	0.2324383587
653	0.2324045629
654	0.2323754228
655	0.232373527
656	0.232331047
657	0.2323028073
658	0.2322516577
659	0.2322117679
660	0.232187101
661	0.2321656965
662	0.2321432114
663	0.2321182265
664	0.2320917201
665	0.2320542513
666	0.2320190847
667	0.2319982202
668	0.2319826339
669	0.2319818144
670	0.2319389777
671	0.2319199009
672	0.2318920986
673	0.2318204979
674	0.2317334638
675	0.2317078163
676	0.231668196
677	0.2316380858
678	0.2316255722
679	0.2316057313
680	0.2315816914
681	0.2315581066
682	0.2315412327
683	0.2315195275
684	0.2314946396
685	0.2314657556
686	0.2314089225
687	0.2313765112
688	0.2313519998
689	0.2313253559
690	0.2312802336
691	0.2312431208
692	0.2312090662
693	0.2311819623
694	0.2311364035
695	0.2310689804
696	0.2310555523
697	0.231017731
698	0.2309940158
699	0.2309606044
700	0.2309012367
701	0.2308671945
702	0.2308501341
703	0.2308103583
704	0.2307493766
705	0.2307329554
706	0.2307119594
707	0.2306645626
708	0.2306510161
709	0.2306362444
710	0.2306151599
711	0.2305846308
712	0.2305041705
713	0.2304785639
714	0.2304514171
715	0.2304061316
716	0.2303908082
717	0.230338759
718	0.2303085638
719	0.2302337385
720	0.2301958751
721	0.2301754836
722	0.2301286606
723	0.2301129188
724	0.2300751957
725	0.2300293571
726	0.2300091473
727	0.2299931454
728	0.2299501861
729	0.2299412559
730	0.2299202247
731	0.2299120521
732	0.2299009103
733	0.2298696639
734	0.2298447403
735	0.2298138265
736	0.2297919891
737	0.2297737176
738	0.2297584076
739	0.2297152711
740	0.2296717399
741	0.2296307944
742	0.2296085285
743	0.2295905599
744	0.2295626976
745	0.2295444442
746	0.2295171749
747	0.2294552468
748	0.2294202318
749	0.2293907722
750	0.2293384047
751	0.229315364
752	0.2292880954
753	0.2292615733
754	0.229226274
755	0.2291997603
756	0.2291702501
757	0.2291368258
758	0.2291132716
759	0.2290996503
760	0.2290733993
761	0.2290509999
762	0.2290099203
763	0.2289916518
764	0.2289620937
765	0.2289410233
766	0.228917702
767	0.2289050702
768	0.2288466607
769	0.2288191049
770	0.2287953371
771	0.2287522455
772	0.2287288655
773	0.2287112897
774	0.2286893793
775	0.2286469481
776	0.2286238675
777	0.2286061117
778	0.2285628345
779	0.228527259
780	0.2284726043
781	0.2284336859
782	0.2283978466
783	0.228381147
784	0.2283734312
785	0.2283470706
786	0.2283273631
787	0.2282931276
788	0.2282538936
789	0.2282236566
790	0.2282013577
791	0.2281755197
792	0.2281467956
793	0.2281082548
794	0.2280611096
795	0.2280368726
796	0.2279994245
797	0.2279800072
798	0.2279638551
799	0.2279411034
800	0.2279136234
801	0.2278020021
802	0.2277800954
803	0.227754009
804	0.2276622477
805	0.227579118
806	0.2275455554
807	0.2275204003
808	0.2274706286
809	0.2274363916
810	0.2274178786
811	0.2273766521
812	0.2273474279
813	0.2272869173
814	0.2272601849
815	0.2272362499
816	0.2271560623
817	0.2271386125
818	0.22711861
819	0.2270977863
820	0.227091251
821	0.2270242847
822	0.2269775
823	0.2269405513
824	0.2268911547
825	0.2268706828
826	0.2268580911
827	0.2268083444
828	0.226756579
829	0.2267296042
830	0.2267163654
831	0.2266947653
832	0.2266667993
833	0.2266362546
834	0.2265934294
835	0.2265894135
836	0.2265439138
837	0.2265248736
838	0.226498751
839	0.2264727879
840	0.2264394426
841	0.2264265751
842	0.2263893357
843	0.2263599506
844	0.2263056042
845	0.2262897657
846	0.226244665
847	0.2262212671
848	0.226210701
849	0.2261838379
850	0.2261609763
851	0.2260757852
852	0.2260674569
853	0.2260613271
854	0.2260315125
855	0.2260040142
856	0.2259896807
857	0.2259623302
858	0.2259316863
859	0.2258961003
860	0.225874963
861	0.2258353469
862	0.2258048151
863	0.2257912056
864	0.2257527149
865	0.2257388056
866	0.2257183076
867	0.2256970134
868	0.2256104598
869	0.2255313993
870	0.2255175374
871	0.2255116951
872	0.2254853194
873	0.2254390993
874	0.225420745
875	0.2253998888
876	0.225392631
877	0.225380901
878	0.225336595
879	0.2252952685
880	0.2252673101
881	0.2252590259
882	0.2252236553
883	0.2251865068
884	0.2251517746
885	0.2251117933
886	0.2250803448
887	0.2250500415
888	0.2250458598
889	0.2249787034
890	0.2249597025
891	0.2249422804
892	0.2249291481
893	0.224881984
894	0.2248454101
895	0.2248319536
896	0.2248033219
897	0.2247808185
898	0.2247735686
899	0.2247288589
900	0.2246797036
901	0.2246505985
902	0.2246227172
903	0.2246064248
904	0.2245328823
905	0.2245190599
906	0.2245095285
907	0.2244924411
908	0.2244812926
909	0.224443081
910	0.2244083802
911	0.2243768749
912	0.2243520939
913	0.2243369897
914	0.2243230842
915	0.2243111961
916	0.224305729
917	0.2242597342
918	0.2242425155
919	0.2242063867
920	0.2241724839
921	0.2241580472
922	0.224115708
923	0.2241083638
924	0.2240810972
925	0.2240515883
926	0.2239982072
927	0.2239609771
928	0.2239396021
929	0.2239116824
930	0.2238889092
931	0.2238224973
932	0.2238067782
933	0.2237640832
934	0.2237372755
935	0.2237100654
936	0.2236451434
937	0.2235966874
938	0.2235503402
939	0.2235347486
940	0.2234981858
941	0.2234743272
942	0.2234388818
943	0.2234246409
944	0.2234057124
945	0.2233853033
946	0.2233185975
947	0.2232940787
948	0.2232611796
949	0.2231843633
950	0.2231676626
951	0.2231602817
952	0.2231320077
953	0.2231166493
954	0.2230697483
955	0.2230514152
956	0.2230282327
957	0.2230144918
958	0.2229820969
959	0.2229559123
960	0.2229405857
961	0.2229041546
962	0.2228770836
963	0.2228573836
964	0.2228330376
965	0.2227707547
966	0.2227637729
967	0.2227476757
968	0.2227015715
969	0.2226885113
970	0.2226685896
971	0.2226368746
972	0.2226034971
973	0.2225891824
974	0.222556488
975	0.2224984688
976	0.2224714525
977	0.2224292449
978	0.2224060558
979	0.2223585066
980	0.2223396554
981	0.2223202985
982	0.2223052174
983	0.2222814225
984	0.2222630711
985	0.2222409554
986	0.2222253379
987	0.2222014555
988	0.2221751094
989	0.2221582784
990	0.2221295881
991	0.2221155991
992	0.2221024991
993	0.2220751862
994	0.2220661205
995	0.2220482656
996	0.2220069274
997	0.221997493
998	0.2219843985
999	0.2219749028
